UWIDE_CATALOG"UNID"	"SUNY_ID"	"SUNY_ID_IMMUTABLE"	"IPEDS"	"DISC"	"NUM"	"DESCRIP"	"LONG_TITLE"	"SHORT_TITLE"	"MIN_CRED"	"MAX_CRED"	"SUNY_GE"	"CAT_YEAR"
"66150"	"168255"	"168255.2021"	"SUNY Cortland"	"EXS"	"480"	"EXS"	"Independent Research in Sport Studies"	"Ind. Research in Sport Studies"	"3"	"3"	"Not Applicable"	"2021"
"66151"	"168256"	"168256.2021"	"SUNY Cortland"	"EXS"	"487"	"EXS"	"Advanced Biomechanics"	"Advanced Biomechanics"	"0"	"3"	"Not Applicable"	"2021"
"66152"	"84667"	"84667.2021"	"SUNY Cortland"	"EXS"	"489"	"EXS"	"Exercise Science Research Meth"	"Exercise Science Research Meth"	"3"	"3"	"Not Applicable"	"2021"
"66153"	"84668"	"84668.2021"	"SUNY Cortland"	"EXS"	"490"	"EXS"	"Indep Research: Exer. Science"	"Indep Research: Exer. Science"	"3"	"3"	"Not Applicable"	"2021"
"66154"	"84669"	"84669.2021"	"SUNY Cortland"	"EXS"	"499"	"EXS"	"Spec. Study - Exercise Science"	"Spec. Study - Exercise Science"	"1"	"3"	"Not Applicable"	"2021"
"66155"	"84670"	"84670.2021"	"SUNY Cortland"	"EXS"	"511"	"EXS"	"Advanced Statistical Applications in Exercise Science"	"Adv. Stat. in Exercise Science"	"3"	"3"	"Not Applicable"	"2021"
"66156"	"254670"	"254670.2021"	"SUNY Cortland"	"EXS"	"525"	"EXS"	"Seminar in Exercise Science"	"Seminar in Exercise Science"	"1"	"1"	"Not Applicable"	"2021"
"66157"	"84671"	"84671.2021"	"SUNY Cortland"	"EXS"	"529"	"EXS"	"Spec. Topics-Exercise Science"	"Spec. Topics-Exercise Science"	"0"	"3"	"Not Applicable"	"2021"
"66158"	"84672"	"84672.2021"	"SUNY Cortland"	"EXS"	"535"	"EXS"	"Neuromusc. Fit.  Assess & Prog"	"Neuromusc. Fit.  Assess & Prog"	"0"	"3"	"Not Applicable"	"2021"
"66159"	"84673"	"84673.2021"	"SUNY Cortland"	"EXS"	"538"	"EXS"	"Cardio-Resp Fit Assess & Prog"	"Cardio-Resp Fit Assess & Prog"	"0"	"3"	"Not Applicable"	"2021"
"66160"	"84674"	"84674.2021"	"SUNY Cortland"	"EXS"	"546"	"EXS"	"Behavior in Sport"	"Behavior in Sport"	"3"	"3"	"Not Applicable"	"2021"
"66161"	"181683"	"181683.2021"	"SUNY Cortland"	"EXS"	"549"	"EXS"	"Advanced Motor Behavior"	"Advanced Motor Behavior"	"0"	"3"	"Not Applicable"	"2021"
"66162"	"84675"	"84675.2021"	"SUNY Cortland"	"EXS"	"551"	"EXS"	"Philosophy of Sport & Phys.Edu"	"Philosophy of Sport & Phys.Edu"	"3"	"3"	"Not Applicable"	"2021"
"66163"	"84676"	"84676.2021"	"SUNY Cortland"	"EXS"	"555"	"EXS"	"Advanced Exercise Physiology"	"Advanced Exercise Physiology"	"3"	"3"	"Not Applicable"	"2021"
"66164"	"84677"	"84677.2021"	"SUNY Cortland"	"EXS"	"558"	"EXS"	"Physio Prin.of Cond.for Sports"	"Physio Prin.of Cond.for Sports"	"3"	"3"	"Not Applicable"	"2021"
"66165"	"84678"	"84678.2021"	"SUNY Cortland"	"EXS"	"565"	"EXS"	"Perceptual Motor Development"	"Perceptual Motor Development"	"3"	"3"	"Not Applicable"	"2021"
"66166"	"84679"	"84679.2021"	"SUNY Cortland"	"EXS"	"575"	"EXS"	"Nutri Aspect of PF&Ath Perform"	"Nutri Aspect of PF&Ath Perform"	"3"	"3"	"Not Applicable"	"2021"
"66167"	"84680"	"84680.2021"	"SUNY Cortland"	"EXS"	"587"	"EXS"	"Advanced Biomechanics"	"Advanced Biomechanics"	"0"	"3"	"Not Applicable"	"2021"
"66168"	"84681"	"84681.2021"	"SUNY Cortland"	"EXS"	"602"	"EXS"	"Research Proj in Exercise Sci."	"Research Proj in Exercise Sci."	"1"	"3"	"Not Applicable"	"2021"
"66169"	"369913"	"369913.2021"	"SUNY Cortland"	"EXS"	"611"	"EXS"	"Research Methods in Exerc Sci"	"Research Methods in Exerc Sci"	"3"	"3"	"Not Applicable"	"2021"
"66170"	"254671"	"254671.2021"	"SUNY Cortland"	"EXS"	"612"	"EXS"	"Advanced Stat Exercise Science"	"Advanced Stat Exercise Science"	"3"	"3"	"Not Applicable"	"2021"
"66171"	"84682"	"84682.2021"	"SUNY Cortland"	"EXS"	"620"	"EXS"	"History of Sport & Phys. Educ."	"History of Sport & Phys. Educ."	"3"	"3"	"Not Applicable"	"2021"
"66172"	"84683"	"84683.2021"	"SUNY Cortland"	"EXS"	"622"	"EXS"	"Seminar: Sociology of Sport"	"Seminar: Sociology of Sport"	"3"	"3"	"Not Applicable"	"2021"
"66173"	"84684"	"84684.2021"	"SUNY Cortland"	"EXS"	"629"	"EXS"	"SpecialTopics-Exercise Science"	"SpecialTopics-Exercise Science"	"1"	"4"	"Not Applicable"	"2021"
"66174"	"254672"	"254672.2021"	"SUNY Cortland"	"EXS"	"646"	"EXS"	"Behavior in Sport"	"Behavior in Sport"	"3"	"3"	"Not Applicable"	"2021"
"66175"	"84685"	"84685.2021"	"SUNY Cortland"	"EXS"	"649"	"EXS"	"Motor Learning"	"Motor Learning"	"3"	"3"	"Not Applicable"	"2021"
"66176"	"84686"	"84686.2021"	"SUNY Cortland"	"EXS"	"650"	"EXS"	"Master's Thesis - Exer.Science"	"Master's Thesis - Exer.Science"	"0"	"6"	"Not Applicable"	"2021"
"66177"	"254673"	"254673.2021"	"SUNY Cortland"	"EXS"	"667"	"EXS"	"Advanced Exercise Psychology"	"Advanced Exercise Psychology"	"3"	"3"	"Not Applicable"	"2021"
"66178"	"254674"	"254674.2021"	"SUNY Cortland"	"EXS"	"690"	"EXS"	"Comprehensive Exam Ex Science"	"Comprehensive Exam Ex Science"	"1"	"1"	"Not Applicable"	"2021"
"66179"	"107561"	"107561.2021"	"SUNY Cortland"	"EXS"	"697"	"EXS"	"Extension of Graduate Culminating Activity"	"Extension: GR Culminating Act."	"1"	"1"	"Not Applicable"	"2021"
"66180"	"84687"	"84687.2021"	"SUNY Cortland"	"FL"	"275"	"FL"	"Meets BA FL Requirement -WV"	"Meets BA FL Requirement -WV"	"0"	"0"	"Not Applicable"	"2021"
"66181"	"84688"	"84688.2021"	"SUNY Cortland"	"FLT"	"299"	"FLT"	"Foreign Lit. in Translation"	"Foreign Lit. in Translation"	"3"	"3"	"Humanities"	"2021"
"66182"	"84689"	"84689.2021"	"SUNY Cortland"	"FLT"	"399"	"FLT"	"Foreign Literature/Translation"	"Foreign Literature/Translation"	"3"	"3"	"Not Applicable"	"2021"
"66183"	"84690"	"84690.2021"	"SUNY Cortland"	"FLT"	"493"	"FLT"	"Foreign Films/Translation"	"Foreign Films/Translation"	"3"	"3"	"Not Applicable"	"2021"
"66184"	"84691"	"84691.2021"	"SUNY Cortland"	"FRE"	"101"	"FRE"	"Beginning French I"	"Beginning French I"	"0"	"3"	"Foreign Language"	"2021"
"66185"	"84692"	"84692.2021"	"SUNY Cortland"	"FRE"	"102"	"FRE"	"Beginning French II"	"Beginning French II"	"0"	"3"	"Foreign Language"	"2021"
"66186"	"84693"	"84693.2021"	"SUNY Cortland"	"FRE"	"129"	"FRE"	"Special Topics in French"	"Special Topics in French"	"1"	"4"	"Not Applicable"	"2021"
"66187"	"84694"	"84694.2021"	"SUNY Cortland"	"FRE"	"201"	"FRE"	"Intermediate French I"	"Intermediate French I"	"0"	"3"	"Foreign Language"	"2021"
"66188"	"84695"	"84695.2021"	"SUNY Cortland"	"FRE"	"202"	"FRE"	"Intermediate French II"	"Intermediate French II"	"0"	"3"	"Foreign Language"	"2021"
"66189"	"84696"	"84696.2021"	"SUNY Cortland"	"FRE"	"229"	"FRE"	"Special Topics in French"	"Special Topics in French"	"1"	"4"	"Not Applicable"	"2021"
"66190"	"84697"	"84697.2021"	"SUNY Cortland"	"FRE"	"305"	"FRE"	"French Conversation & Comp"	"French Conversation & Comp"	"3"	"3"	"Not Applicable"	"2021"
"66191"	"84698"	"84698.2021"	"SUNY Cortland"	"FRE"	"307"	"FRE"	"French Through the Media"	"French Through the Media"	"3"	"3"	"Not Applicable"	"2021"
"66192"	"84699"	"84699.2021"	"SUNY Cortland"	"FRE"	"309"	"FRE"	"Grammatical Structure-French"	"Grammatical Structure-French"	"3"	"3"	"Not Applicable"	"2021"
"66193"	"84700"	"84700.2021"	"SUNY Cortland"	"FRE"	"310"	"FRE"	"Pratique de la Lecture"	"Pratique de la Lecture"	"3"	"3"	"Not Applicable"	"2021"
"66194"	"84701"	"84701.2021"	"SUNY Cortland"	"FRE"	"311"	"FRE"	"Francophone Literatures"	"Francophone Literatures"	"3"	"3"	"Humanities"	"2021"
"66195"	"84702"	"84702.2021"	"SUNY Cortland"	"FRE"	"312"	"FRE"	"La Pratique de L'Ecriture"	"La Pratique de L'Ecriture"	"3"	"3"	"Not Applicable"	"2021"
"66196"	"84703"	"84703.2021"	"SUNY Cortland"	"FRE"	"315"	"FRE"	"Intro: French Literature I"	"Intro: French Literature I"	"3"	"3"	"Humanities"	"2021"
"66197"	"84704"	"84704.2021"	"SUNY Cortland"	"FRE"	"316"	"FRE"	"Intro: French Literature II"	"Intro: French Literature II"	"3"	"3"	"Humanities"	"2021"
"66198"	"84705"	"84705.2021"	"SUNY Cortland"	"FRE"	"318"	"FRE"	"French Civilization"	"French Civilization"	"3"	"3"	"Social Sciences"	"2021"
"66199"	"84706"	"84706.2021"	"SUNY Cortland"	"FRE"	"319"	"FRE"	"Francophone Civilization"	"Francophone Civilization"	"3"	"3"	"Not Applicable"	"2021"
"66200"	"84707"	"84707.2021"	"SUNY Cortland"	"FRE"	"320"	"FRE"	"French and Careers"	"French and Careers"	"3"	"3"	"Not Applicable"	"2021"
"66201"	"84708"	"84708.2021"	"SUNY Cortland"	"FRE"	"329"	"FRE"	"Special Topics in French"	"Special Topics in French"	"1"	"4"	"Not Applicable"	"2021"
"66202"	"84709"	"84709.2021"	"SUNY Cortland"	"FRE"	"331"	"FRE"	"Practicum:Teach Begin French I"	"Practicum:Teach Begin French I"	"2"	"2"	"Not Applicable"	"2021"
"66203"	"84710"	"84710.2021"	"SUNY Cortland"	"FRE"	"332"	"FRE"	"Practicum:Teach Begin FrenchII"	"Practicum:Teach Begin FrenchII"	"2"	"2"	"Not Applicable"	"2021"
"66204"	"84711"	"84711.2021"	"SUNY Cortland"	"FRE"	"333"	"FRE"	"Practicum:Teach Int French I"	"Practicum:Teach Int French I"	"2"	"2"	"Not Applicable"	"2021"
"66205"	"84712"	"84712.2021"	"SUNY Cortland"	"FRE"	"334"	"FRE"	"Practicum:Teach Int French II"	"Practicum:Teach Int French II"	"2"	"2"	"Not Applicable"	"2021"
"66206"	"84713"	"84713.2021"	"SUNY Cortland"	"FRE"	"353"	"FRE"	"Linguistics for Lang.Teachers"	"Linguistics for Lang.Teachers"	"3"	"3"	"Not Applicable"	"2021"
"66207"	"317144"	"317144.2021"	"SUNY Cortland"	"FRE"	"357"	"FRE"	"Advanced French Proficiency"	"Advanced French Proficiency"	"1"	"1"	"Not Applicable"	"2021"
"66208"	"84714"	"84714.2021"	"SUNY Cortland"	"FRE"	"407"	"FRE"	"Commercial French"	"Commercial French"	"3"	"3"	"Not Applicable"	"2021"
"66209"	"84715"	"84715.2021"	"SUNY Cortland"	"FRE"	"413"	"FRE"	"French Lit: The 17th Century"	"French Lit: The 17th Century"	"3"	"3"	"Not Applicable"	"2021"
"66210"	"84716"	"84716.2021"	"SUNY Cortland"	"FRE"	"415"	"FRE"	"French Lit: The 18th Century"	"French Lit: The 18th Century"	"3"	"3"	"Not Applicable"	"2021"
"66211"	"84717"	"84717.2021"	"SUNY Cortland"	"FRE"	"417"	"FRE"	"Literature of the 19th Century"	"Literature of the 19th Century"	"3"	"3"	"Not Applicable"	"2021"
"66212"	"84718"	"84718.2021"	"SUNY Cortland"	"FRE"	"419"	"FRE"	"Literature of the 20th Century"	"Literature of the 20th Century"	"3"	"3"	"Not Applicable"	"2021"
"66213"	"84719"	"84719.2021"	"SUNY Cortland"	"FRE"	"423"	"FRE"	"Themes in Literature"	"Themes in Literature"	"3"	"3"	"Not Applicable"	"2021"
"66214"	"313281"	"313281.2021"	"SUNY Cortland"	"FRE"	"425"	"FRE"	"French Cinema"	"French Cinema"	"3"	"3"	"The Arts"	"2021"
"66215"	"84720"	"84720.2021"	"SUNY Cortland"	"FRE"	"429"	"FRE"	"Special Topics in French"	"Special Topics in French"	"1"	"4"	"Not Applicable"	"2021"
"66216"	"84721"	"84721.2021"	"SUNY Cortland"	"FRE"	"499"	"FRE"	"Senior Seminar"	"Senior Seminar"	"3"	"3"	"Not Applicable"	"2021"
"66217"	"84722"	"84722.2021"	"SUNY Cortland"	"FRE"	"503"	"FRE"	"Adv.Grammatical Structure Fren"	"Adv.Grammatical Structure Fren"	"3"	"3"	"Not Applicable"	"2021"
"66218"	"84723"	"84723.2021"	"SUNY Cortland"	"FRE"	"504"	"FRE"	"Teaching French Civilization"	"Teaching French Civilization"	"3"	"3"	"Not Applicable"	"2021"
"66219"	"84724"	"84724.2021"	"SUNY Cortland"	"FRE"	"505"	"FRE"	"Techniques/Translating French"	"Techniques/Translating French"	"3"	"3"	"Not Applicable"	"2021"
"66220"	"84725"	"84725.2021"	"SUNY Cortland"	"FRE"	"506"	"FRE"	"Teaching French Literature"	"Teaching French Literature"	"3"	"3"	"Not Applicable"	"2021"
"66221"	"84726"	"84726.2021"	"SUNY Cortland"	"FRE"	"515"	"FRE"	"Seminar in Literature"	"Seminar in Literature"	"3"	"3"	"Not Applicable"	"2021"
"66222"	"84727"	"84727.2021"	"SUNY Cortland"	"FRE"	"517"	"FRE"	"Independent Study"	"Independent Study"	"1"	"3"	"Not Applicable"	"2021"
"66223"	"84728"	"84728.2021"	"SUNY Cortland"	"FRE"	"529"	"FRE"	"Special Topics in French"	"Special Topics in French"	"1"	"4"	"Not Applicable"	"2021"
"66224"	"84729"	"84729.2021"	"SUNY Cortland"	"FRE"	"601"	"FRE"	"French Poetry"	"French Poetry"	"3"	"3"	"Not Applicable"	"2021"
"66225"	"84730"	"84730.2021"	"SUNY Cortland"	"FRE"	"602"	"FRE"	"French Fiction"	"French Fiction"	"3"	"3"	"Not Applicable"	"2021"
"66226"	"84731"	"84731.2021"	"SUNY Cortland"	"FRE"	"603"	"FRE"	"French Theatre"	"French Theatre"	"3"	"3"	"Not Applicable"	"2021"
"66227"	"84732"	"84732.2021"	"SUNY Cortland"	"FRE"	"609"	"FRE"	"Independent Study"	"Independent Study"	"3"	"3"	"Not Applicable"	"2021"
"66228"	"84733"	"84733.2021"	"SUNY Cortland"	"FRE"	"629"	"FRE"	"Special Topics in French"	"Special Topics in French"	"1"	"4"	"Not Applicable"	"2021"
"66229"	"369935"	"369935.2021"	"SUNY Cortland"	"FSA"	"100"	"FSA"	"Urban Education"	"Urban Education"	"3"	"3"	"Not Applicable"	"2021"
"66230"	"84734"	"84734.2021"	"SUNY Cortland"	"FSA"	"101"	"FSA"	"Introduction to Urban Education"	"Intro: Urban Education"	"0"	"3"	"Not Applicable"	"2021"
"66231"	"84735"	"84735.2021"	"SUNY Cortland"	"FSA"	"103"	"FSA"	"Gender, Race and Class Issues in Education"	"Gender, Race & Class Issues"	"3"	"3"	"Not Applicable"	"2021"
"66232"	"344800"	"344800.2021"	"SUNY Cortland"	"FSA"	"205"	"FSA"	"Cont Issues in Education"	"Cont Issues in Education"	"3"	"3"	"Not Applicable"	"2021"
"66233"	"84736"	"84736.2021"	"SUNY Cortland"	"FSA"	"210"	"FSA"	"Principles of Inclusive Education"	"Principles of Inclusive Educ."	"3"	"3"	"Not Applicable"	"2021"
"66234"	"84737"	"84737.2021"	"SUNY Cortland"	"FSA"	"211"	"FSA"	"Inclusive Education Field Experience"	"Inclusive Educ. Field Exp."	"1"	"1"	"Not Applicable"	"2021"
"66235"	"284979"	"284979.2021"	"SUNY Cortland"	"FSA"	"212"	"FSA"	"Intro to Inclusive Education"	"Intro to Inclusive Education"	"3"	"3"	"Not Applicable"	"2021"
"66236"	"254675"	"254675.2021"	"SUNY Cortland"	"FSA"	"250"	"FSA"	"Foundations of Peace Education"	"Foundations of Peace Education"	"3"	"3"	"Not Applicable"	"2021"
"66237"	"84738"	"84738.2021"	"SUNY Cortland"	"FSA"	"280"	"FSA"	"Perspectives on Disabilities: The Child, Family, School and Community"	"Persp.on Dis:Child,Fam,Sch,Com"	"3"	"3"	"Not Applicable"	"2021"
"66238"	"84739"	"84739.2021"	"SUNY Cortland"	"FSA"	"281"	"FSA"	"Perspectives Field Experience"	"Perspectives Field Experience"	"1"	"1"	"Not Applicable"	"2021"
"66239"	"284980"	"284980.2021"	"SUNY Cortland"	"FSA"	"283"	"FSA"	"CWD Home / Community"	"CWD Home / Community"	"3"	"3"	"Not Applicable"	"2021"
"66240"	"355890"	"355890.2021"	"SUNY Cortland"	"FSA"	"305"	"FSA"	"Cont Issues in Education"	"Cont Issues in Education"	"3"	"3"	"Not Applicable"	"2021"
"66241"	"369914"	"369914.2021"	"SUNY Cortland"	"FSA"	"326"	"FSA"	"Democr. Models of Urban School"	"Democr. Models of Urban School"	"3"	"3"	"Not Applicable"	"2021"
"66242"	"84740"	"84740.2021"	"SUNY Cortland"	"FSA"	"329"	"FSA"	"Spec.Topics-Found & Soc. Adv."	"Spec.Topics-Found & Soc. Adv."	"1"	"4"	"Not Applicable"	"2021"
"66243"	"284981"	"284981.2021"	"SUNY Cortland"	"FSA"	"330"	"FSA"	"AAC"	"AAC"	"1"	"1"	"Not Applicable"	"2021"
"66244"	"338080"	"338080.2021"	"SUNY Cortland"	"FSA"	"333"	"FSA"	"Intnl & Comparative Education"	"Intnl & Comparative Education"	"0"	"3"	"Other World Civilizations"	"2021"
"66245"	"304380"	"304380.2021"	"SUNY Cortland"	"FSA"	"340"	"FSA"	"Stdnts w Complex Dis - Sch&Fam"	"Stdnts w Complex Dis - Sch&Fam"	"3"	"3"	"Not Applicable"	"2021"
"66246"	"304381"	"304381.2021"	"SUNY Cortland"	"FSA"	"345"	"FSA"	"Assistive Adaptive Technology"	"Assistive Adaptive Technology"	"3"	"3"	"Not Applicable"	"2021"
"66247"	"284982"	"284982.2021"	"SUNY Cortland"	"FSA"	"347"	"FSA"	"Politics of Educational Policy"	"Politics of Educational Policy"	"3"	"3"	"Not Applicable"	"2021"
"66248"	"284963"	"284963.2021"	"SUNY Cortland"	"FSA"	"379"	"FSA"	"Soc Curric & Behavior Support"	"Soc Curric & Behavior Support"	"3"	"3"	"Not Applicable"	"2021"
"66249"	"304382"	"304382.2021"	"SUNY Cortland"	"FSA"	"380"	"FSA"	"Persp on Dis: Child,Fam,Comm"	"Persp on Dis: Child,Fam,Comm"	"3"	"3"	"Not Applicable"	"2021"
"66250"	"304383"	"304383.2021"	"SUNY Cortland"	"FSA"	"381"	"FSA"	"Perspectives Field Experience"	"Perspectives Field Experience"	"1"	"1"	"Not Applicable"	"2021"
"66251"	"84741"	"84741.2021"	"SUNY Cortland"	"FSA"	"400"	"FSA"	"Foundations of Education: The School in American Society"	"Found of Educ:Sch in Amer.Soc."	"3"	"3"	"Not Applicable"	"2021"
"66252"	"84742"	"84742.2021"	"SUNY Cortland"	"FSA"	"410"	"FSA"	"Inclusive Education Pedagogy"	"Inclusive Education Pedagogy"	"0"	"4"	"Not Applicable"	"2021"
"66253"	"284964"	"284964.2021"	"SUNY Cortland"	"FSA"	"411"	"FSA"	"Instructional Strategies Sp Ed"	"Instructional Strategies Sp Ed"	"0"	"3"	"Not Applicable"	"2021"
"66254"	"84743"	"84743.2021"	"SUNY Cortland"	"FSA"	"420"	"FSA"	"Inclusive Educ. Field Seminar"	"Inclusive Educ. Field Seminar"	"3"	"3"	"Not Applicable"	"2021"
"66255"	"84744"	"84744.2021"	"SUNY Cortland"	"FSA"	"429"	"FSA"	"Special Topics in Foundations"	"Special Topics in Foundations"	"1"	"4"	"Not Applicable"	"2021"
"66256"	"84745"	"84745.2021"	"SUNY Cortland"	"FSA"	"430"	"FSA"	"Assistive & AdaptiveTechnology"	"Assistive & AdaptiveTechnology"	"3"	"3"	"Not Applicable"	"2021"
"66257"	"84746"	"84746.2021"	"SUNY Cortland"	"FSA"	"436"	"FSA"	"Assess&Inst:Learn w/Spec Needs"	"Assess&Inst:Learn w/Spec Needs"	"0"	"4"	"Not Applicable"	"2021"
"66258"	"284965"	"284965.2021"	"SUNY Cortland"	"FSA"	"437"	"FSA"	"Learners with Diverse Needs"	"Learners with Diverse Needs"	"3"	"3"	"Not Applicable"	"2021"
"66259"	"322119"	"322119.2021"	"SUNY Cortland"	"FSA"	"479"	"FSA"	"Soc Curric & Behavior Support"	"Soc Curric & Behavior Support"	"0"	"3"	"Not Applicable"	"2021"
"66260"	"284966"	"284966.2021"	"SUNY Cortland"	"FSA"	"481"	"FSA"	"Inclusive Education Seminar II"	"Inclusive Education Seminar II"	"3"	"3"	"Not Applicable"	"2021"
"66261"	"84747"	"84747.2021"	"SUNY Cortland"	"FSA"	"490"	"FSA"	"Student Teaching I"	"Student Teaching I"	"6"	"6"	"Not Applicable"	"2021"
"66262"	"84748"	"84748.2021"	"SUNY Cortland"	"FSA"	"491"	"FSA"	"Student Teaching II"	"Student Teaching II"	"6"	"6"	"Not Applicable"	"2021"
"66263"	"84749"	"84749.2021"	"SUNY Cortland"	"FSA"	"492"	"FSA"	"Seminar in Student Teaching"	"Seminar in Student Teaching"	"1"	"1"	"Not Applicable"	"2021"
"66264"	"284983"	"284983.2021"	"SUNY Cortland"	"FSA"	"493"	"FSA"	"Std Tchng as a Spec Educator"	"Std Tchng as a Spec Educator"	"6"	"6"	"Not Applicable"	"2021"
"66265"	"337768"	"337768.2021"	"SUNY Cortland"	"FSA"	"494"	"FSA"	"Std Tchng as a Child Educator"	"Std Tchng as a Child Educator"	"6"	"6"	"Not Applicable"	"2021"
"66266"	"284984"	"284984.2021"	"SUNY Cortland"	"FSA"	"495"	"FSA"	"Seminar in Student Teaching"	"Seminar in Student Teaching"	"1"	"1"	"Not Applicable"	"2021"
"66267"	"107564"	"107564.2021"	"SUNY Cortland"	"FSA"	"499"	"FSA"	"Independent Study"	"Independent Study"	"1"	"3"	"Not Applicable"	"2021"
"66268"	"168257"	"168257.2021"	"SUNY Cortland"	"FSA"	"505"	"FSA"	"Sociology of Education"	"Sociology of Education"	"3"	"3"	"Not Applicable"	"2021"
"66269"	"209265"	"209265.2021"	"SUNY Cortland"	"FSA"	"510"	"FSA"	"Teaching the Special Education Learner in the General Education Classroom"	"Tch Spec Ed Learn-Gen Ed Class"	"3"	"3"	"Not Applicable"	"2021"
"66270"	"209266"	"209266.2021"	"SUNY Cortland"	"FSA"	"515"	"FSA"	"Intro:Disability Studies in Ed"	"Intro:Disability Studies in Ed"	"3"	"3"	"Not Applicable"	"2021"
"66271"	"84750"	"84750.2021"	"SUNY Cortland"	"FSA"	"525"	"FSA"	"Teaching the Inner City Child"	"Teaching the Inner City Child"	"3"	"3"	"Not Applicable"	"2021"
"66272"	"142705"	"142705.2021"	"SUNY Cortland"	"FSA"	"529"	"FSA"	"Special Topics In Foundations"	"Special Topics In Foundations"	"1"	"4"	"Not Applicable"	"2021"
"66273"	"209267"	"209267.2021"	"SUNY Cortland"	"FSA"	"530"	"FSA"	"Assistive Technology and Augmentative Communication"	"Comm of Stdnts w Complex Needs"	"1"	"1"	"Not Applicable"	"2021"
"66274"	"329080"	"329080.2021"	"SUNY Cortland"	"FSA"	"535"	"FSA"	"Alt/Aug Comm Assist Tech"	"Alt/Aug Comm Assist Tech"	"0"	"2"	"Not Applicable"	"2021"
"66275"	"334215"	"334215.2021"	"SUNY Cortland"	"FSA"	"545"	"FSA"	"Teach Students w/Sev&Mult Dis"	"Teach Students w/Sev&Mult Dis"	"4"	"4"	"Not Applicable"	"2021"
"66276"	"181684"	"181684.2021"	"SUNY Cortland"	"FSA"	"550"	"FSA"	"Educ Institute- Western Belize"	"Educ Institute- Western Belize"	"3"	"3"	"Not Applicable"	"2021"
"66277"	"337769"	"337769.2021"	"SUNY Cortland"	"FSA"	"560"	"FSA"	"Supporting Students w/ Autism"	"Supporting Students w/ Autism"	"3"	"3"	"Not Applicable"	"2021"
"66278"	"209268"	"209268.2021"	"SUNY Cortland"	"FSA"	"600"	"FSA"	"Inclusive Education Pedagogy"	"Inclusive Education Pedagogy"	"3"	"3"	"Not Applicable"	"2021"
"66279"	"209269"	"209269.2021"	"SUNY Cortland"	"FSA"	"610"	"FSA"	"Advanced Assessment of Students with Disabilities"	"Adv. Assess Students w/Disab"	"0"	"3"	"Not Applicable"	"2021"
"66280"	"304384"	"304384.2021"	"SUNY Cortland"	"FSA"	"615"	"FSA"	"Assessment Adol w Disabilities"	"Assessment Adol w Disabilities"	"3"	"3"	"Not Applicable"	"2021"
"66281"	"209270"	"209270.2021"	"SUNY Cortland"	"FSA"	"620"	"FSA"	"Discipline and Social Skill Development for Students with Disabilities"	"Discipline & Social Skill Dev."	"3"	"3"	"Not Applicable"	"2021"
"66282"	"304385"	"304385.2021"	"SUNY Cortland"	"FSA"	"625"	"FSA"	"Inclusive Curr Pedagogy Adol"	"Inclusive Curr Pedagogy Adol"	"3"	"3"	"Not Applicable"	"2021"
"66283"	"209271"	"209271.2021"	"SUNY Cortland"	"FSA"	"630"	"FSA"	"Students with Disabilities in Context"	"Stdnts w/Disability in Context"	"0"	"3"	"Not Applicable"	"2021"
"66284"	"209272"	"209272.2021"	"SUNY Cortland"	"FSA"	"640"	"FSA"	"Teaching Students with Severe/Multiple Disabilities"	"Teach Students w/Sev&Mult Dis"	"3"	"3"	"Not Applicable"	"2021"
"66285"	"209273"	"209273.2021"	"SUNY Cortland"	"FSA"	"650"	"FSA"	"Autism Spectrum Disorders"	"Autism Spectrum Disorders"	"3"	"3"	"Not Applicable"	"2021"
"66286"	"209274"	"209274.2021"	"SUNY Cortland"	"FSA"	"651"	"FSA"	"Understanding and Conducting Educational Research"	"Understand & Conduct Educ Res"	"3"	"3"	"Not Applicable"	"2021"
"66287"	"209275"	"209275.2021"	"SUNY Cortland"	"FSA"	"652"	"FSA"	"Master's Project"	"Master's Project"	"3"	"3"	"Not Applicable"	"2021"
"66288"	"304386"	"304386.2021"	"SUNY Cortland"	"FSA"	"653"	"FSA"	"Master's Project TSD 7-12"	"Master's Project TSD 7-12"	"3"	"3"	"Not Applicable"	"2021"
"66289"	"209276"	"209276.2021"	"SUNY Cortland"	"FSA"	"683"	"FSA"	"dministration of Special Education"	"Administration of Special Educ"	"3"	"3"	"Not Applicable"	"2021"
"66290"	"209277"	"209277.2021"	"SUNY Cortland"	"FSA"	"690"	"FSA"	"Intern:Teach Stu.w/Dis(Gr.1-6)"	"Intern:Teach Stu.w/Dis(Gr.1-6)"	"3"	"3"	"Not Applicable"	"2021"
"66291"	"209278"	"209278.2021"	"SUNY Cortland"	"FSA"	"691"	"FSA"	"Sem:Teach Stu.w/Dis.(Gr.1-6)"	"Sem:Teach Stu.w/Dis.(Gr.1-6)"	"1"	"1"	"Not Applicable"	"2021"
"66292"	"304387"	"304387.2021"	"SUNY Cortland"	"FSA"	"694"	"FSA"	"Internship: TDA"	"Internship: TDA"	"3"	"3"	"Not Applicable"	"2021"
"66293"	"304388"	"304388.2021"	"SUNY Cortland"	"FSA"	"695"	"FSA"	"Seminar: TDA"	"Seminar: TDA"	"1"	"1"	"Not Applicable"	"2021"
